◎Turn 20
 1 :         미티어 더스트 - targetSpeed(m/s) : 19.71 / defaultTarget(m/s) : 19.71 / spurtTarget(m/s) : 21.93 / currPosition : <12.50, 0.50> / Stamina : 99.61% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 22.20 / defaultTarget(m/s) : 21.14 / spurtTarget(m/s) : 21.98 / currPosition : <967.36, 0.45> / Stamina : 65.07% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 21.77 / defaultTarget(m/s) : 20.94 / spurtTarget(m/s) : 22.09 / currPosition : <963.74, 0.50> / Stamina : 63.71% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 20.71 / defaultTarget(m/s) : 19.91 / spurtTarget(m/s) : 21.89 / currPosition : <953.74, 0.50> / Stamina : 63.33% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 20.99 / defaultTarget(m/s) : 19.99 / spurtTarget(m/s) : 21.90 / currPosition : <951.70, 0.50> / Stamina : 59.02% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 20.83 / defaultTarget(m/s) : 19.84 / spurtTarget(m/s) : 21.54 / currPosition : <941.09, 0.50> / Stamina : 57.29% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.76 / defaultTarget(m/s) : 19.77 / spurtTarget(m/s) : 21.50 / currPosition : <941.03, 0.50> / Stamina : 61.61% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.36 / defaultTarget(m/s) : 20.34 / spurtTarget(m/s) : 20.68 / currPosition : <932.84, 0.50> / Stamina : 61.23% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.26 / defaultTarget(m/s) : 20.25 / spurtTarget(m/s) : 20.63 / currPosition : <932.24, 0.50> / Stamina : 65.89% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 920
 1 :         블랙 팁 마블 - targetSpeed(m/s) : 21.92 / defaultTarget(m/s) : 21.08 / spurtTarget(m/s) : 22.10 / currPosition : <993.81, 0.45> / Stamina : 66.79% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :           온 세마치 - targetSpeed(m/s) : 22.11 / defaultTarget(m/s) : 21.05 / spurtTarget(m/s) : 22.13 / currPosition : <993.08, 0.45> / Stamina : 59.21% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         미티어 더스트 - targetSpeed(m/s) : 22.17 / defaultTarget(m/s) : 21.12 / spurtTarget(m/s) : 21.93 / currPosition : <992.71, 0.50> / Stamina : 66.75% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.85 / defaultTarget(m/s) : 21.01 / spurtTarget(m/s) : 22.08 / currPosition : <992.44, 0.50> / Stamina : 63.49% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 22.10 / defaultTarget(m/s) : 21.05 / spurtTarget(m/s) : 21.98 / currPosition : <989.44, 0.45> / Stamina : 64.29% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 21.86 / defaultTarget(m/s) : 21.02 / spurtTarget(m/s) : 22.09 / currPosition : <985.53, 0.50> / Stamina : 62.98% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 20.70 / defaultTarget(m/s) : 19.90 / spurtTarget(m/s) : 21.89 / currPosition : <974.41, 0.50> / Stamina : 62.69% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 20.94 / defaultTarget(m/s) : 19.94 / spurtTarget(m/s) : 21.90 / currPosition : <972.58, 0.50> / Stamina : 58.36% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 20.84 / defaultTarget(m/s) : 19.85 / spurtTarget(m/s) : 21.54 / currPosition : <961.86, 0.50> / Stamina : 56.64% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.85 / defaultTarget(m/s) : 19.86 / spurtTarget(m/s) : 21.50 / currPosition : <961.78, 0.50> / Stamina : 60.96% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.35 / defaultTarget(m/s) : 20.33 / spurtTarget(m/s) : 20.68 / currPosition : <954.09, 0.50> / Stamina : 60.53% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.29 / defaultTarget(m/s) : 20.28 / spurtTarget(m/s) : 20.63 / currPosition : <953.48, 0.50> / Stamina : 65.20% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 940
 1 :         블랙 팁 마블 - targetSpeed(m/s) : 21.94 / defaultTarget(m/s) : 21.10 / spurtTarget(m/s) : 22.10 / currPosition : <1015.71, 0.45> / Stamina : 66.04% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :           온 세마치 - targetSpeed(m/s) : 22.11 / defaultTarget(m/s) : 21.05 / spurtTarget(m/s) : 22.13 / currPosition : <1015.18, 0.45> / Stamina : 58.44% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         미티어 더스트 - targetSpeed(m/s) : 22.15 / defaultTarget(m/s) : 21.10 / spurtTarget(m/s) : 21.93 / currPosition : <1014.78, 0.50> / Stamina : 66.00% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.89 / defaultTarget(m/s) : 21.05 / spurtTarget(m/s) : 22.08 / currPosition : <1014.25, 0.50> / Stamina : 62.75% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 22.12 / defaultTarget(m/s) : 21.07 / spurtTarget(m/s) : 21.98 / currPosition : <1011.54, 0.45> / Stamina : 63.52% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 21.76 / defaultTarget(m/s) : 20.92 / spurtTarget(m/s) : 22.09 / currPosition : <1007.32, 0.50> / Stamina : 62.24% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 20.73 / defaultTarget(m/s) : 19.93 / spurtTarget(m/s) : 21.89 / currPosition : <995.09, 0.50> / Stamina : 62.05% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 20.88 / defaultTarget(m/s) : 19.88 / spurtTarget(m/s) : 21.90 / currPosition : <993.44, 0.50> / Stamina : 57.70% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 20.80 / defaultTarget(m/s) : 19.81 / spurtTarget(m/s) : 21.54 / currPosition : <982.62, 0.50> / Stamina : 55.99% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.88 / defaultTarget(m/s) : 19.89 / spurtTarget(m/s) : 21.50 / currPosition : <982.54, 0.50> / Stamina : 60.31% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.31 / defaultTarget(m/s) : 20.30 / spurtTarget(m/s) : 20.68 / currPosition : <975.34, 0.50> / Stamina : 59.83% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.24 / defaultTarget(m/s) : 20.23 / spurtTarget(m/s) : 20.63 / currPosition : <974.73, 0.50> / Stamina : 64.50% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 960
 1 :         블랙 팁 마블 - targetSpeed(m/s) : 22.01 / defaultTarget(m/s) : 21.17 / spurtTarget(m/s) : 22.10 / currPosition : <1037.65, 0.45> / Stamina : 65.28% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :           온 세마치 - targetSpeed(m/s) : 22.11 / defaultTarget(m/s) : 21.05 / spurtTarget(m/s) : 22.13 / currPosition : <1037.30, 0.45> / Stamina : 57.66% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         미티어 더스트 - targetSpeed(m/s) : 22.12 / defaultTarget(m/s) : 21.07 / spurtTarget(m/s) : 21.93 / currPosition : <1036.86, 0.50> / Stamina : 65.24% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.86 / defaultTarget(m/s) : 21.02 / spurtTarget(m/s) : 22.08 / currPosition : <1036.03, 0.50> / Stamina : 62.00% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 22.16 / defaultTarget(m/s) : 21.11 / spurtTarget(m/s) : 21.98 / currPosition : <1033.65, 0.45> / Stamina : 62.74% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 21.88 / defaultTarget(m/s) : 21.04 / spurtTarget(m/s) : 22.09 / currPosition : <1029.11, 0.50> / Stamina : 61.51% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 20.75 / defaultTarget(m/s) : 19.95 / spurtTarget(m/s) : 21.89 / currPosition : <1015.76, 0.50> / Stamina : 61.41% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 20.96 / defaultTarget(m/s) : 19.96 / spurtTarget(m/s) : 21.90 / currPosition : <1014.28, 0.50> / Stamina : 57.04% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 20.77 / defaultTarget(m/s) : 19.78 / spurtTarget(m/s) : 21.54 / currPosition : <1003.38, 0.50> / Stamina : 55.34% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.78 / defaultTarget(m/s) : 19.79 / spurtTarget(m/s) : 21.50 / currPosition : <1003.30, 0.50> / Stamina : 59.66% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.33 / defaultTarget(m/s) : 20.31 / spurtTarget(m/s) : 20.68 / currPosition : <996.58, 0.50> / Stamina : 59.14% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.25 / defaultTarget(m/s) : 20.24 / spurtTarget(m/s) : 20.63 / currPosition : <995.97, 0.50> / Stamina : 63.80% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 980
 1 :         블랙 팁 마블 - targetSpeed(m/s) : 22.00 / defaultTarget(m/s) : 21.16 / spurtTarget(m/s) : 22.10 / currPosition : <1059.54, 0.45> / Stamina : 64.52% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :           온 세마치 - targetSpeed(m/s) : 22.15 / defaultTarget(m/s) : 21.09 / spurtTarget(m/s) : 22.13 / currPosition : <1059.44, 0.45> / Stamina : 56.89% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         미티어 더스트 - targetSpeed(m/s) : 22.12 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 21.93 / currPosition : <1058.92, 0.50> / Stamina : 64.49% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.83 / defaultTarget(m/s) : 20.99 / spurtTarget(m/s) : 22.08 / currPosition : <1057.84, 0.50> / Stamina : 61.26% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 22.13 / defaultTarget(m/s) : 21.08 / spurtTarget(m/s) : 21.98 / currPosition : <1055.78, 0.45> / Stamina : 61.96% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 21.76 / defaultTarget(m/s) : 20.93 / spurtTarget(m/s) : 22.09 / currPosition : <1050.89, 0.50> / Stamina : 60.77% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 20.73 / defaultTarget(m/s) : 19.93 / spurtTarget(m/s) : 21.89 / currPosition : <1036.43, 0.50> / Stamina : 60.77% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 20.86 / defaultTarget(m/s) : 19.87 / spurtTarget(m/s) : 21.90 / currPosition : <1035.13, 0.50> / Stamina : 56.38% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 20.85 / defaultTarget(m/s) : 19.86 / spurtTarget(m/s) : 21.54 / currPosition : <1024.14, 0.50> / Stamina : 54.69% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.80 / defaultTarget(m/s) : 19.81 / spurtTarget(m/s) : 21.50 / currPosition : <1024.06, 0.50> / Stamina : 59.01% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.36 / defaultTarget(m/s) : 20.34 / spurtTarget(m/s) : 20.68 / currPosition : <1017.82, 0.50> / Stamina : 58.44% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.31 / defaultTarget(m/s) : 20.30 / spurtTarget(m/s) : 20.63 / currPosition : <1017.22, 0.50> / Stamina : 63.10% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1000
 1 :         블랙 팁 마블 - targetSpeed(m/s) : 21.91 / defaultTarget(m/s) : 21.07 / spurtTarget(m/s) : 22.10 / currPosition : <1081.49, 0.45> / Stamina : 63.76% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :           온 세마치 - targetSpeed(m/s) : 22.21 / defaultTarget(m/s) : 21.15 / spurtTarget(m/s) : 22.13 / currPosition : <1081.48, 0.45> / Stamina : 56.12% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         미티어 더스트 - targetSpeed(m/s) : 22.13 / defaultTarget(m/s) : 21.08 / spurtTarget(m/s) : 21.93 / currPosition : <1080.99, 0.50> / Stamina : 63.73% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.79 / defaultTarget(m/s) : 20.95 / spurtTarget(m/s) : 22.08 / currPosition : <1079.64, 0.50> / Stamina : 60.51% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 22.18 / defaultTarget(m/s) : 21.13 / spurtTarget(m/s) : 21.98 / currPosition : <1077.90, 0.45> / Stamina : 61.18% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 21.78 / defaultTarget(m/s) : 20.95 / spurtTarget(m/s) : 22.09 / currPosition : <1072.69, 0.50> / Stamina : 60.04% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 20.68 / defaultTarget(m/s) : 19.88 / spurtTarget(m/s) : 21.89 / currPosition : <1057.10, 0.50> / Stamina : 60.13% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 20.98 / defaultTarget(m/s) : 19.98 / spurtTarget(m/s) : 21.90 / currPosition : <1056.00, 0.50> / Stamina : 55.72% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 20.78 / defaultTarget(m/s) : 19.79 / spurtTarget(m/s) : 21.54 / currPosition : <1044.90, 0.50> / Stamina : 54.04% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.78 / defaultTarget(m/s) : 19.79 / spurtTarget(m/s) : 21.50 / currPosition : <1044.84, 0.50> / Stamina : 58.36% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.27 / defaultTarget(m/s) : 20.26 / spurtTarget(m/s) : 20.68 / currPosition : <1039.08, 0.50> / Stamina : 57.74% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.31 / defaultTarget(m/s) : 20.29 / spurtTarget(m/s) : 20.63 / currPosition : <1038.45, 0.50> / Stamina : 62.41% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1020
 1 :           온 세마치 - targetSpeed(m/s) : 21.94 / defaultTarget(m/s) : 21.10 / spurtTarget(m/s) : 22.13 / currPosition : <1103.44, 0.45> / Stamina : 55.36% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :         블랙 팁 마블 - targetSpeed(m/s) : 22.12 / defaultTarget(m/s) : 21.07 / spurtTarget(m/s) : 22.10 / currPosition : <1103.43, 0.45> / Stamina : 63.00% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         미티어 더스트 - targetSpeed(m/s) : 22.09 / defaultTarget(m/s) : 21.04 / spurtTarget(m/s) : 21.93 / currPosition : <1103.05, 0.50> / Stamina : 62.98% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.82 / defaultTarget(m/s) : 20.98 / spurtTarget(m/s) : 22.08 / currPosition : <1101.45, 0.50> / Stamina : 59.77% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 22.11 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 21.98 / currPosition : <1100.01, 0.45> / Stamina : 60.40% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 21.82 / defaultTarget(m/s) : 20.98 / spurtTarget(m/s) : 22.09 / currPosition : <1094.49, 0.50> / Stamina : 59.30% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 20.76 / defaultTarget(m/s) : 19.96 / spurtTarget(m/s) : 21.89 / currPosition : <1077.75, 0.50> / Stamina : 59.49% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 20.94 / defaultTarget(m/s) : 19.95 / spurtTarget(m/s) : 21.90 / currPosition : <1076.86, 0.50> / Stamina : 55.06% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 20.87 / defaultTarget(m/s) : 19.88 / spurtTarget(m/s) : 21.54 / currPosition : <1065.66, 0.50> / Stamina : 53.39% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.80 / defaultTarget(m/s) : 19.81 / spurtTarget(m/s) : 21.50 / currPosition : <1065.60, 0.50> / Stamina : 57.71% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.31 / defaultTarget(m/s) : 20.29 / spurtTarget(m/s) : 20.68 / currPosition : <1060.32, 0.50> / Stamina : 57.04% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.31 / defaultTarget(m/s) : 20.29 / spurtTarget(m/s) : 20.63 / currPosition : <1059.68, 0.50> / Stamina : 61.71% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1040
 1 :           온 세마치 - targetSpeed(m/s) : 21.97 / defaultTarget(m/s) : 21.13 / spurtTarget(m/s) : 22.13 / currPosition : <1125.37, 0.45> / Stamina : 54.61% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :         블랙 팁 마블 - targetSpeed(m/s) : 22.15 / defaultTarget(m/s) : 21.09 / spurtTarget(m/s) : 22.10 / currPosition : <1125.37, 0.45> / Stamina : 62.24% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         미티어 더스트 - targetSpeed(m/s) : 22.15 / defaultTarget(m/s) : 21.10 / spurtTarget(m/s) : 21.93 / currPosition : <1125.13, 0.50> / Stamina : 62.22% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.89 / defaultTarget(m/s) : 21.05 / spurtTarget(m/s) : 22.08 / currPosition : <1123.23, 0.50> / Stamina : 59.02% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 22.11 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 21.98 / currPosition : <1122.14, 0.45> / Stamina : 59.62% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 21.82 / defaultTarget(m/s) : 20.98 / spurtTarget(m/s) : 22.09 / currPosition : <1116.28, 0.50> / Stamina : 58.56% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 20.66 / defaultTarget(m/s) : 19.87 / spurtTarget(m/s) : 21.89 / currPosition : <1098.43, 0.50> / Stamina : 58.85% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 20.90 / defaultTarget(m/s) : 19.90 / spurtTarget(m/s) : 21.90 / currPosition : <1097.73, 0.50> / Stamina : 54.40% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 20.88 / defaultTarget(m/s) : 19.89 / spurtTarget(m/s) : 21.54 / currPosition : <1086.42, 0.50> / Stamina : 52.74% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.77 / defaultTarget(m/s) : 19.78 / spurtTarget(m/s) : 21.50 / currPosition : <1086.36, 0.50> / Stamina : 57.06% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.30 / defaultTarget(m/s) : 20.29 / spurtTarget(m/s) : 20.68 / currPosition : <1081.56, 0.50> / Stamina : 56.35% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.34 / defaultTarget(m/s) : 20.32 / spurtTarget(m/s) : 20.63 / currPosition : <1080.94, 0.50> / Stamina : 61.01% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1060
 1 :         블랙 팁 마블 - targetSpeed(m/s) : 22.01 / defaultTarget(m/s) : 21.16 / spurtTarget(m/s) : 22.10 / currPosition : <1147.30, 0.45> / Stamina : 61.48% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :           온 세마치 - targetSpeed(m/s) : 22.22 / defaultTarget(m/s) : 21.17 / spurtTarget(m/s) : 22.13 / currPosition : <1147.30, 0.45> / Stamina : 53.86% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         미티어 더스트 - targetSpeed(m/s) : 22.17 / defaultTarget(m/s) : 21.11 / spurtTarget(m/s) : 21.93 / currPosition : <1147.21, 0.50> / Stamina : 61.46% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.88 / defaultTarget(m/s) : 21.04 / spurtTarget(m/s) : 22.08 / currPosition : <1145.01, 0.50> / Stamina : 58.28% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 22.19 / defaultTarget(m/s) : 21.13 / spurtTarget(m/s) : 21.98 / currPosition : <1144.25, 0.45> / Stamina : 58.85% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 21.86 / defaultTarget(m/s) : 21.02 / spurtTarget(m/s) : 22.09 / currPosition : <1138.04, 0.50> / Stamina : 57.83% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 20.75 / defaultTarget(m/s) : 19.95 / spurtTarget(m/s) : 21.89 / currPosition : <1119.10, 0.50> / Stamina : 58.21% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 20.99 / defaultTarget(m/s) : 19.99 / spurtTarget(m/s) : 21.90 / currPosition : <1118.57, 0.50> / Stamina : 53.75% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 20.88 / defaultTarget(m/s) : 19.89 / spurtTarget(m/s) : 21.54 / currPosition : <1107.17, 0.50> / Stamina : 52.09% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.83 / defaultTarget(m/s) : 19.84 / spurtTarget(m/s) : 21.50 / currPosition : <1107.10, 0.50> / Stamina : 56.41% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
