◎Turn 20
 1 :         데네브 네오스 - targetSpeed(m/s) : 18.25 / defaultTarget(m/s) : 18.25 / spurtTarget(m/s) : 20.06 / currPosition : <12.29, 1.80> / Stamina : 99.70% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 6 :          시나몬 룰렛 - targetSpeed(m/s) : 19.39 / defaultTarget(m/s) : 18.65 / spurtTarget(m/s) : 20.50 / currPosition : <1686.21, 0.50> / Stamina : 64.21% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.55 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.43 / currPosition : <1684.74, 0.50> / Stamina : 63.96% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.93 / defaultTarget(m/s) : 18.98 / spurtTarget(m/s) : 19.29 / currPosition : <1665.79, 0.50> / Stamina : 65.00% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.32 / defaultTarget(m/s) : 18.57 / spurtTarget(m/s) : 20.05 / currPosition : <1651.09, 0.50> / Stamina : 63.47% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.51 / defaultTarget(m/s) : 18.58 / spurtTarget(m/s) : 20.05 / currPosition : <1651.09, 0.50> / Stamina : 63.33% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1700
 1 :           페니 레인 - targetSpeed(m/s) : 19.99 / defaultTarget(m/s) : 19.23 / spurtTarget(m/s) : 21.62 / currPosition : <1752.74, 0.50> / Stamina : 62.59% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.50 / defaultTarget(m/s) : 19.52 / spurtTarget(m/s) : 20.32 / currPosition : <1717.28, 0.45> / Stamina : 59.16% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         트윈 페르소나 - targetSpeed(m/s) : 20.54 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 20.13 / currPosition : <1714.40, 0.50> / Stamina : 61.23% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         데네브 네오스 - targetSpeed(m/s) : 20.52 / defaultTarget(m/s) : 19.54 / spurtTarget(m/s) : 20.06 / currPosition : <1713.84, 0.45> / Stamina : 61.34% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 20.41 / defaultTarget(m/s) : 19.43 / spurtTarget(m/s) : 19.97 / currPosition : <1711.28, 0.45> / Stamina : 63.64% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :          시나몬 룰렛 - targetSpeed(m/s) : 19.43 / defaultTarget(m/s) : 18.68 / spurtTarget(m/s) : 20.50 / currPosition : <1705.57, 0.50> / Stamina : 63.81% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.60 / defaultTarget(m/s) : 18.67 / spurtTarget(m/s) : 20.43 / currPosition : <1704.29, 0.50> / Stamina : 63.55% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.94 / defaultTarget(m/s) : 18.99 / spurtTarget(m/s) : 19.29 / currPosition : <1685.69, 0.50> / Stamina : 64.57% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.36 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.05 / currPosition : <1670.37, 0.50> / Stamina : 63.08% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.45 / defaultTarget(m/s) : 18.52 / spurtTarget(m/s) : 20.05 / currPosition : <1670.36, 0.50> / Stamina : 62.93% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1720
 1 :           페니 레인 - targetSpeed(m/s) : 19.97 / defaultTarget(m/s) : 19.20 / spurtTarget(m/s) : 21.62 / currPosition : <1772.68, 0.50> / Stamina : 62.16% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.50 / defaultTarget(m/s) : 19.52 / spurtTarget(m/s) : 20.32 / currPosition : <1737.73, 0.45> / Stamina : 58.70% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         트윈 페르소나 - targetSpeed(m/s) : 20.54 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 20.13 / currPosition : <1734.85, 0.50> / Stamina : 60.76% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         데네브 네오스 - targetSpeed(m/s) : 20.53 / defaultTarget(m/s) : 19.55 / spurtTarget(m/s) : 20.06 / currPosition : <1734.32, 0.45> / Stamina : 60.87% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 20.40 / defaultTarget(m/s) : 19.43 / spurtTarget(m/s) : 19.97 / currPosition : <1731.69, 0.45> / Stamina : 63.18% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :          시나몬 룰렛 - targetSpeed(m/s) : 19.46 / defaultTarget(m/s) : 18.71 / spurtTarget(m/s) : 20.50 / currPosition : <1724.94, 0.50> / Stamina : 63.41% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.62 / defaultTarget(m/s) : 18.68 / spurtTarget(m/s) : 20.43 / currPosition : <1723.82, 0.50> / Stamina : 63.14% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.96 / defaultTarget(m/s) : 19.01 / spurtTarget(m/s) : 19.29 / currPosition : <1705.59, 0.50> / Stamina : 64.14% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.44 / defaultTarget(m/s) : 18.51 / spurtTarget(m/s) : 20.05 / currPosition : <1689.64, 0.50> / Stamina : 62.68% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.28 / defaultTarget(m/s) : 18.54 / spurtTarget(m/s) : 20.05 / currPosition : <1689.64, 0.50> / Stamina : 62.54% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False

◎Turn 1740
 1 :           페니 레인 - targetSpeed(m/s) : 19.96 / defaultTarget(m/s) : 19.19 / spurtTarget(m/s) : 21.62 / currPosition : <1792.60, 0.50> / Stamina : 61.72% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.43 / defaultTarget(m/s) : 19.45 / spurtTarget(m/s) : 20.32 / currPosition : <1758.14, 0.45> / Stamina : 58.23% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         트윈 페르소나 - targetSpeed(m/s) : 20.47 / defaultTarget(m/s) : 19.49 / spurtTarget(m/s) : 20.13 / currPosition : <1755.29, 0.50> / Stamina : 60.29% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         데네브 네오스 - targetSpeed(m/s) : 20.47 / defaultTarget(m/s) : 19.49 / spurtTarget(m/s) : 20.06 / currPosition : <1754.78, 0.45> / Stamina : 60.40% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 20.41 / defaultTarget(m/s) : 19.44 / spurtTarget(m/s) : 19.97 / currPosition : <1752.08, 0.45> / Stamina : 62.73% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :          시나몬 룰렛 - targetSpeed(m/s) : 19.38 / defaultTarget(m/s) : 18.63 / spurtTarget(m/s) : 20.50 / currPosition : <1744.31, 0.50> / Stamina : 63.01% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.58 / defaultTarget(m/s) : 18.65 / spurtTarget(m/s) : 20.43 / currPosition : <1743.36, 0.50> / Stamina : 62.73% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.92 / defaultTarget(m/s) : 18.97 / spurtTarget(m/s) : 19.29 / currPosition : <1725.48, 0.50> / Stamina : 63.70% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.34 / defaultTarget(m/s) : 18.60 / spurtTarget(m/s) : 20.05 / currPosition : <1708.92, 0.50> / Stamina : 62.29% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.55 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.05 / currPosition : <1708.92, 0.50> / Stamina : 62.14% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1760
 1 :           페니 레인 - targetSpeed(m/s) : 19.91 / defaultTarget(m/s) : 19.14 / spurtTarget(m/s) : 21.62 / currPosition : <1812.53, 0.50> / Stamina : 61.29% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.45 / defaultTarget(m/s) : 19.47 / spurtTarget(m/s) : 20.32 / currPosition : <1778.58, 0.45> / Stamina : 57.76% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         트윈 페르소나 - targetSpeed(m/s) : 20.55 / defaultTarget(m/s) : 19.57 / spurtTarget(m/s) : 20.13 / currPosition : <1775.76, 0.50> / Stamina : 59.82% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         데네브 네오스 - targetSpeed(m/s) : 20.53 / defaultTarget(m/s) : 19.55 / spurtTarget(m/s) : 20.06 / currPosition : <1775.22, 0.45> / Stamina : 59.93% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 20.47 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 19.97 / currPosition : <1772.48, 0.45> / Stamina : 62.27% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :          시나몬 룰렛 - targetSpeed(m/s) : 19.36 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.50 / currPosition : <1763.67, 0.50> / Stamina : 62.61% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.60 / defaultTarget(m/s) : 18.66 / spurtTarget(m/s) : 20.43 / currPosition : <1762.90, 0.50> / Stamina : 62.32% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.97 / defaultTarget(m/s) : 19.02 / spurtTarget(m/s) : 19.29 / currPosition : <1745.38, 0.50> / Stamina : 63.27% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.33 / defaultTarget(m/s) : 18.58 / spurtTarget(m/s) : 20.05 / currPosition : <1728.19, 0.50> / Stamina : 61.75% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :          래피드 스텝 - targetSpeed(m/s) : 19.54 / defaultTarget(m/s) : 18.61 / spurtTarget(m/s) : 20.05 / currPosition : <1728.19, 0.50> / Stamina : 61.89% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1780
 1 :           페니 레인 - targetSpeed(m/s) : 20.01 / defaultTarget(m/s) : 19.24 / spurtTarget(m/s) : 21.62 / currPosition : <1832.45, 0.50> / Stamina : 60.86% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.49 / defaultTarget(m/s) : 19.51 / spurtTarget(m/s) : 20.32 / currPosition : <1799.01, 0.45> / Stamina : 57.30% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         트윈 페르소나 - targetSpeed(m/s) : 20.50 / defaultTarget(m/s) : 19.52 / spurtTarget(m/s) : 20.13 / currPosition : <1796.23, 0.50> / Stamina : 59.35% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         데네브 네오스 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 20.06 / currPosition : <1795.67, 0.45> / Stamina : 59.47% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 20.44 / defaultTarget(m/s) : 19.47 / spurtTarget(m/s) : 19.97 / currPosition : <1792.89, 0.45> / Stamina : 61.81% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :          시나몬 룰렛 - targetSpeed(m/s) : 19.42 / defaultTarget(m/s) : 18.67 / spurtTarget(m/s) : 20.50 / currPosition : <1783.04, 0.50> / Stamina : 62.21% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.61 / defaultTarget(m/s) : 18.67 / spurtTarget(m/s) : 20.43 / currPosition : <1782.43, 0.50> / Stamina : 61.90% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 20.00 / defaultTarget(m/s) : 19.04 / spurtTarget(m/s) : 19.29 / currPosition : <1765.27, 0.50> / Stamina : 62.83% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.35 / defaultTarget(m/s) : 18.61 / spurtTarget(m/s) : 20.05 / currPosition : <1747.47, 0.50> / Stamina : 61.50% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.51 / defaultTarget(m/s) : 18.59 / spurtTarget(m/s) : 20.05 / currPosition : <1747.46, 0.50> / Stamina : 61.35% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1800
 1 :           페니 레인 - targetSpeed(m/s) : 19.99 / defaultTarget(m/s) : 19.22 / spurtTarget(m/s) : 21.62 / currPosition : <1852.36, 0.50> / Stamina : 60.42% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.46 / defaultTarget(m/s) : 19.48 / spurtTarget(m/s) : 20.32 / currPosition : <1819.45, 0.45> / Stamina : 56.83% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         트윈 페르소나 - targetSpeed(m/s) : 20.46 / defaultTarget(m/s) : 19.49 / spurtTarget(m/s) : 20.13 / currPosition : <1816.68, 0.50> / Stamina : 58.88% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         데네브 네오스 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 20.06 / currPosition : <1816.10, 0.45> / Stamina : 59.00% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 20.46 / defaultTarget(m/s) : 19.48 / spurtTarget(m/s) : 19.97 / currPosition : <1813.32, 0.45> / Stamina : 61.35% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :          시나몬 룰렛 - targetSpeed(m/s) : 19.34 / defaultTarget(m/s) : 18.60 / spurtTarget(m/s) : 20.50 / currPosition : <1802.40, 0.50> / Stamina : 61.81% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.62 / defaultTarget(m/s) : 18.68 / spurtTarget(m/s) : 20.43 / currPosition : <1801.98, 0.50> / Stamina : 61.49% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 20.01 / defaultTarget(m/s) : 19.06 / spurtTarget(m/s) : 19.29 / currPosition : <1785.18, 0.50> / Stamina : 62.40% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.28 / defaultTarget(m/s) : 18.54 / spurtTarget(m/s) : 20.05 / currPosition : <1766.75, 0.50> / Stamina : 61.10% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.53 / defaultTarget(m/s) : 18.60 / spurtTarget(m/s) : 20.05 / currPosition : <1766.74, 0.50> / Stamina : 60.96% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1820
 1 :           페니 레인 - targetSpeed(m/s) : 19.92 / defaultTarget(m/s) : 19.15 / spurtTarget(m/s) : 21.62 / currPosition : <1872.27, 0.50> / Stamina : 59.99% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.46 / defaultTarget(m/s) : 19.49 / spurtTarget(m/s) : 20.32 / currPosition : <1839.89, 0.45> / Stamina : 56.36% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         트윈 페르소나 - targetSpeed(m/s) : 20.53 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 20.13 / currPosition : <1837.13, 0.50> / Stamina : 58.41% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         데네브 네오스 - targetSpeed(m/s) : 20.42 / defaultTarget(m/s) : 19.45 / spurtTarget(m/s) : 20.06 / currPosition : <1836.54, 0.45> / Stamina : 58.54% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 20.45 / defaultTarget(m/s) : 19.47 / spurtTarget(m/s) : 19.97 / currPosition : <1833.77, 0.45> / Stamina : 60.89% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :          시나몬 룰렛 - targetSpeed(m/s) : 19.41 / defaultTarget(m/s) : 18.66 / spurtTarget(m/s) : 20.50 / currPosition : <1821.75, 0.50> / Stamina : 61.41% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.55 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.43 / currPosition : <1821.51, 0.50> / Stamina : 61.08% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.91 / defaultTarget(m/s) : 18.96 / spurtTarget(m/s) : 19.29 / currPosition : <1805.08, 0.50> / Stamina : 61.97% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.29 / defaultTarget(m/s) : 18.55 / spurtTarget(m/s) : 20.05 / currPosition : <1786.01, 0.50> / Stamina : 60.56% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :          래피드 스텝 - targetSpeed(m/s) : 19.55 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.05 / currPosition : <1786.00, 0.50> / Stamina : 60.71% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1840
 1 :           페니 레인 - targetSpeed(m/s) : 19.96 / defaultTarget(m/s) : 19.20 / spurtTarget(m/s) : 21.62 / currPosition : <1892.19, 0.50> / Stamina : 59.56% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.47 / defaultTarget(m/s) : 19.49 / spurtTarget(m/s) : 20.32 / currPosition : <1860.33, 0.45> / Stamina : 55.89% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         트윈 페르소나 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 20.13 / currPosition : <1857.57, 0.50> / Stamina : 57.94% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         데네브 네오스 - targetSpeed(m/s) : 20.51 / defaultTarget(m/s) : 19.53 / spurtTarget(m/s) : 20.06 / currPosition : <1856.96, 0.45> / Stamina : 58.07% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 19.97 / currPosition : <1854.18, 0.45> / Stamina : 60.43% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :          시나몬 룰렛 - targetSpeed(m/s) : 19.42 / defaultTarget(m/s) : 18.67 / spurtTarget(m/s) : 20.50 / currPosition : <1841.10, 0.50> / Stamina : 61.01% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.57 / defaultTarget(m/s) : 18.63 / spurtTarget(m/s) : 20.43 / currPosition : <1841.06, 0.50> / Stamina : 60.67% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.99 / defaultTarget(m/s) : 19.03 / spurtTarget(m/s) : 19.29 / currPosition : <1824.98, 0.50> / Stamina : 61.53% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.49 / defaultTarget(m/s) : 18.56 / spurtTarget(m/s) : 20.05 / currPosition : <1805.28, 0.50> / Stamina : 60.17% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :          래피드 스텝 - targetSpeed(m/s) : 19.26 / defaultTarget(m/s) : 18.52 / spurtTarget(m/s) : 20.05 / currPosition : <1805.28, 0.50> / Stamina : 60.32% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False

◎Turn 1860
 1 :           페니 레인 - targetSpeed(m/s) : 19.91 / defaultTarget(m/s) : 19.15 / spurtTarget(m/s) : 21.62 / currPosition : <1912.12, 0.50> / Stamina : 59.12% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 20.32 / currPosition : <1880.76, 0.45> / Stamina : 55.43% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         트윈 페르소나 - targetSpeed(m/s) : 20.51 / defaultTarget(m/s) : 19.53 / spurtTarget(m/s) : 20.13 / currPosition : <1878.03, 0.50> / Stamina : 57.47% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         데네브 네오스 - targetSpeed(m/s) : 20.45 / defaultTarget(m/s) : 19.47 / spurtTarget(m/s) : 20.06 / currPosition : <1877.40, 0.45> / Stamina : 57.60% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 20.46 / defaultTarget(m/s) : 19.49 / spurtTarget(m/s) : 19.97 / currPosition : <1874.60, 0.45> / Stamina : 59.97% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         리코리스 블랙 - targetSpeed(m/s) : 19.37 / defaultTarget(m/s) : 18.63 / spurtTarget(m/s) : 20.43 / currPosition : <1860.50, 0.50> / Stamina : 60.27% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :          시나몬 룰렛 - targetSpeed(m/s) : 19.63 / defaultTarget(m/s) : 18.70 / spurtTarget(m/s) : 20.50 / currPosition : <1860.49, 0.50> / Stamina : 60.61% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.90 / defaultTarget(m/s) : 18.95 / spurtTarget(m/s) : 19.29 / currPosition : <1844.87, 0.50> / Stamina : 61.10% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.29 / defaultTarget(m/s) : 18.55 / spurtTarget(m/s) : 20.05 / currPosition : <1824.54, 0.50> / Stamina : 59.77% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :          래피드 스텝 - targetSpeed(m/s) : 19.45 / defaultTarget(m/s) : 18.53 / spurtTarget(m/s) : 20.05 / currPosition : <1824.54, 0.50> / Stamina : 59.92% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1880
 1 :           페니 레인 - targetSpeed(m/s) : 19.97 / defaultTarget(m/s) : 19.20 / spurtTarget(m/s) : 21.62 / currPosition : <1932.04, 0.50> / Stamina : 58.69% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.51 / defaultTarget(m/s) : 19.53 / spurtTarget(m/s) : 20.32 / currPosition : <1901.19, 0.45> / Stamina : 54.96% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         트윈 페르소나 - targetSpeed(m/s) : 20.52 / defaultTarget(m/s) : 19.55 / spurtTarget(m/s) : 20.13 / currPosition : <1898.50, 0.50> / Stamina : 56.99% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         데네브 네오스 - targetSpeed(m/s) : 20.42 / defaultTarget(m/s) : 19.45 / spurtTarget(m/s) : 20.06 / currPosition : <1897.84, 0.45> / Stamina : 57.14% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 20.42 / defaultTarget(m/s) : 19.45 / spurtTarget(m/s) : 19.97 / currPosition : <1895.01, 0.45> / Stamina : 59.51% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         리코리스 블랙 - targetSpeed(m/s) : 19.55 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.43 / currPosition : <1879.87, 0.50> / Stamina : 59.87% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :          시나몬 룰렛 - targetSpeed(m/s) : 19.45 / defaultTarget(m/s) : 18.70 / spurtTarget(m/s) : 20.50 / currPosition : <1879.87, 0.50> / Stamina : 60.21% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
